type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
received,25Man,Einstok,Einstok,Mage,0,,,2,"Helm of the Vanquished Hero",30244,0,,"2021-12-14 00:00:00",,,,,,"2021-12-21 15:56:51","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,3,"Pattern: Boots of Utter Darkness",30306,0,,"2021-12-14 00:00:00",1639553124-11-Einsto,,,,,"2021-12-16 00:10:44","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,4,"Chestguard of the Vanquished Hero",30238,0,,"2021-12-08 00:00:00",1638959457-27-Einsto,,,,,"2021-12-08 04:54:33","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,5,"Serpent-Coil Braid",30720,0,,"2021-11-17 00:00:00",1637137996-7-Einstok,,,,,"2021-11-17 04:59:45","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,6,"Pauldrons of the Vanquished Hero",30250,0,,"2021-10-18 00:00:00",,,,,,"2021-10-18 06:26:59","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,7,"Robe of Hateful Echoes",30056,1,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,8,"Sextant of Unstable Currents",30626,0,,"2021-10-06 00:00:00",1633508767-14-Einsto,,,,,"2021-10-06 03:51:28","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,9,"Leggings of the Vanquished Hero",30247,0,,"2021-09-22 00:00:00",1632304008-24-Einsto,,,,,"2021-09-22 03:56:06","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,10,"Gloves of the Vanquished Hero",30241,0,,"2021-09-22 00:00:00",1632297814-15-Einsto,,,,,"2021-09-22 03:56:06","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,11,"Eredar Wand of Obliteration",28783,0,,"2021-07-26 00:00:00",1627279131-2-Einstok,,,,,"2021-07-26 02:14:30","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,12,"Black Sack of Gems",34846,0,,"2021-07-11 00:00:00",1626076053-9-Einstok,,,,,"2021-07-12 01:52:43","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,13,"Leggings of the Fallen Hero",29765,1,,"2021-07-11 00:00:00",1626076024-7-Einstok,,,,,"2021-07-12 01:52:43","2022-01-05 19:57:28"
received,25Man,Einstok,Einstok,Mage,0,,,14,"Pauldrons of the Fallen Hero",29762,0,,"2021-06-20 00:00:00",,,,,,"2021-06-28 13:36:05","2022-01-05 19:57:28"
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Magtheridon's Head",32385,0,,"2021-08-23 00:00:00",1629703430-4-Cantina,,,,,"2021-08-23 13:07:16",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Malefic Mask of the Shadows",28796,1,,"2021-09-13 00:00:00",1631517820-10-Cantin,"Minor Update",,6,F,"2021-09-13 01:35:42",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Aegis of the Vindicator",29458,0,,"2021-09-15 00:00:00",1631688215-6-Cantina,,,,,"2021-09-15 01:57:48",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"The Seal of Danzalar",33054,1,,"2021-09-22 00:00:00",1632295182-9-Cantina,,,,,"2021-09-22 03:56:06",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Pauldrons of the Vanquished Champion",30248,0,,"2021-09-29 00:00:00",1632905387-8-Cantina,,,,,"2021-10-06 03:53:29",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Girdle of Fallen Stars",30030,0,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Boots of Courage Unending",30027,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Mallet of the Tides",30058,1,,"2021-11-10 00:00:00",1636529453-2-Elkris,,,,,"2021-11-10 04:36:37",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Blackfathom Warbands",30047,0,,"2021-11-10 00:00:00",1636531316-5-Elkris,,,,,"2021-11-10 04:36:37",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Tome of Fiery Redemption",30447,1,,"2021-11-24 00:00:00",1637744017-16-Elkris,,,,,"2021-11-27 21:47:00",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Glorious Gauntlets of Crestfall",30112,0,,"2021-11-29 00:00:00",1638181333-14-Elkris,,,,,"2021-11-29 04:44:47",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Band of the Vigilant",33058,1,,"2021-11-29 00:00:00",1638181811-20-Elkris,,,,,"2021-11-29 04:44:47",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Libram of Absolute Truth",30063,1,,"2021-12-06 00:00:00",1638781603-2-Elkris,,,,,"2021-12-06 05:08:28",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Phoenix-Wing Cloak",29925,1,,"2021-12-14 00:00:00",1639560344-34-Elkris,,,,,"2021-12-16 00:10:44",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Girdle of Fallen Stars",30030,0,,"2021-12-22 00:00:00",1640161395-10-Elkris,,,,,"2021-12-22 04:35:55",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Seventh Ring of the Tirisfalen",30028,1,,"2021-12-22 00:00:00",1640161828-17-Elkris,,,,,"2021-12-22 04:35:55",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Chestguard of the Vanquished Champion",30236,0,,"2021-12-22 00:00:00",1640167058-34-Elkris,,,,,"2021-12-22 04:35:55",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Verdant Sphere",32405,0,,"2021-12-22 00:00:00",1640167061-35-Elkris,,,,,"2021-12-22 04:35:55",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Scarab of Displacement",30629,1,,"2021-12-22 00:00:00",1640168536-59-Elkris,,,,,"2021-12-22 04:35:55",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Helm of the Vanquished Champion",30242,0,,"2022-01-03 00:00:00",1641204355-7-Elkris,,,,,"2022-01-03 16:48:14",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Leggings of the Vanquished Champion",30245,1,,"2022-01-03 00:00:00",1641204451-13-Elkris,,,,,"2022-01-03 16:48:14",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Sunhawk Leggings",29991,0,,"2022-01-05 00:00:00",1641370798-18-Elkris,,,,,"2022-01-05 04:33:54",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Ring of Sundered Souls",30083,1,,"2022-01-05 00:00:00",1641374153-29-Elkris,,,,,"2022-01-05 04:33:54",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",0,"Design: Enduring Talasite",24217,0,,"2022-01-17 00:00:00",1642414824-27-Elkris,,,,,"2022-01-17 04:58:45",
received,25Man,levicel,Elkris,Paladin,0,,"Hufflepuff AF",1,"Chestguard of the Fallen Champion",29754,0,,"2021-06-20 04:00:00",,,,,,"2021-06-28 14:48:21","2021-06-28 14:48:21"
received,25Man,evann,Evanpal,Paladin,0,,,0,"Pit Lord's Satchel",34845,0,,"2021-06-30 00:00:00",1625036811-0-Empty,,,,,"2021-08-30 01:44:18",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Chestguard of the Fallen Champion",29754,0,,"2021-06-30 00:00:00",1625037101-3-Empty,,,,,"2021-08-30 01:44:18",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Maulgar's Warhelm",28801,1,,"2021-07-12 00:00:00",1626075815-5-Empty,,,,,"2021-08-30 01:44:18",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Terror Pit Girdle",28778,1,,"2021-07-19 00:00:00",1626677762-8-Empty,,,,,"2021-08-30 01:44:18",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Leggings of the Fallen Champion",29766,0,,"2021-07-26 00:00:00",1627279565-5-Empty,,,,,"2021-08-30 01:44:18",
received,25Man,evann,Evanpal,Paladin,0,,,0,"The Seal of Danzalar",33054,0,,"2021-09-19 00:00:00",,,,,,"2021-09-20 03:46:34",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Tome of Fiery Redemption",30447,1,,"2021-09-29 00:00:00",1632901080-5-Empty,,,,,"2021-10-06 03:53:29",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Seventh Ring of the Tirisfalen",30028,0,,"2021-09-29 00:00:00",1632906806-12-Empty,,,,,"2021-10-06 03:53:29",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Boots of the Resilient",32267,0,,"2021-09-29 00:00:00",1632907775-13-Empty,,,,,"2021-10-06 03:53:29",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Phoenix-Wing Cloak",29925,0,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Pauldrons of the Vanquished Champion",30248,0,,"2021-10-18 00:00:00",,,,,,"2021-10-18 06:26:59",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Scarab of Displacement",30629,0,,"2021-10-20 00:00:00",1634714607-7-Evanpal,,,,,"2021-10-20 03:24:11",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Boots of Courage Unending",30027,1,,"2021-10-20 00:00:00",1634715039-11-Evanpa,,,,,"2021-10-20 03:24:11",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Leggings of the Vanquished Champion",30245,0,,"2021-10-20 00:00:00",1634717987-19-Evanpa,,,,,"2021-10-20 03:24:11",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Boots of Courage Unending",30027,1,,"2021-10-27 00:00:00",1635319019-5-Evanpal,,,,,"2021-10-27 04:11:47",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Gloves of the Vanquished Champion",30239,0,,"2021-11-03 00:00:00",1635924834-12-Evanpa,,,,,"2021-11-08 00:31:04",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Girdle of the Invulnerable",30096,0,,"2021-11-10 00:00:00",1636536638-14-Evanpa,,,,,"2021-11-10 04:36:37",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Wristguards of Determination",32515,1,,"2021-11-24 00:00:00",1637746041-1-Evanpal,,,,,"2021-11-27 21:47:00",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Coral-Barbed Shoulderpads",30097,1,,"2021-12-06 00:00:00",1638784046-1-Evanpal,,,,,"2021-12-06 05:08:28",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Boots of Courage Unending",30027,1,,"2021-12-06 00:00:00",1638784092-4-Evanpal,,,,,"2021-12-06 05:08:28",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Helm of the Vanquished Champion",30242,0,,"2021-12-14 00:00:00",1639553621-18-Evanpa,,,,,"2021-12-16 00:10:44",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Ring of Sundered Souls",30083,1,,"2021-12-13 00:00:00",1639389167-15-Evanpa,,,,,"2021-12-21 15:49:22",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Pendant of the Lost Ages",30008,0,,"2021-12-22 00:00:00",1640167543-45-Evanpa,,,,,"2021-12-22 04:35:55",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Verdant Sphere",32405,0,,"2022-01-03 00:00:00",1641204931-18-Evanpa,,,,,"2022-01-03 16:48:14",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Phoenix-Ring of Rebirth",29920,1,,"2022-01-05 00:00:00",1641367430-0-Evanpal,,,,,"2022-01-05 04:33:54",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Gloves of the Vanquished Champion",30239,1,,"2022-01-05 00:00:00",1641376601-1-Evanpal,,,,,"2022-01-05 04:33:54",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Glorious Gauntlets of Crestfall",30112,1,,"2022-01-05 00:00:00",1641377318-3-Evanpal,,,,,"2022-01-05 04:33:54",
received,25Man,evann,Evanpal,Paladin,0,,,0,"Bloodmaw Magus-Blade",28802,0,,"2022-01-05 00:00:00",1641378513-11-Evanpa,,,,,"2022-01-05 04:33:54",
received,25Man,phlakvest,Falmora,Druid,0,,,1,"Helm of the Vanquished Defender",30243,0,,"2022-01-05 00:00:00",1641377300-2-Falmora,,,,,"2022-01-05 04:33:54","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,2,"Thalassian Wildercloak",29994,0,,"2022-01-03 00:00:00",1641205009-19-Falmor,,,,,"2022-01-03 16:48:14","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,3,"Pauldrons of the Vanquished Defender",30249,1,,"2022-01-03 00:00:00",1641201356-18-Falmor,,,,,"2022-01-03 16:48:14","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,4,"Spyglass of the Hidden Fleet",30620,1,,"2021-12-22 00:00:00",1640167426-39-Falmor,,,,,"2021-12-22 04:35:55","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,5,"Gloves of the Vanquished Defender",30240,1,,"2021-12-13 00:00:00",1639389217-17-Falmor,,,,,"2021-12-21 15:49:22","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,6,"Belt of One-Hundred Deaths",30106,0,,"2021-12-13 00:00:00",1639390712-25-Falmor,,,,,"2021-12-21 15:49:22","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,7,"Leggings of the Vanquished Defender",30246,1,,"2021-12-13 00:00:00",1639389227-18-Falmor,,,,,"2021-12-21 15:49:22","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,8,"Gloves of the Searing Grip",29947,0,,"2021-11-24 00:00:00",1637744014-15-Falmor,,,,,"2021-11-27 21:47:00","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,9,"Chestguard of the Vanquished Defender",30237,0,,"2021-11-24 00:00:00",1637747023-10-Falmor,,,,,"2021-11-27 21:47:00","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,10,"Band of Vile Aggression",33055,1,,"2021-10-27 00:00:00",1635323255-19-Falmor,,,,,"2021-10-27 04:11:47","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,11,"Wildfury Greatstaff",30021,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,12,"Vambraces of Ending",29966,0,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,13,"Living Root of the Wildheart",30664,1,,"2021-10-06 00:00:00",1633505478-3-Wao,,,,,"2021-10-06 03:51:28","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,14,"Leggings of the Vanquished Defender",30246,0,,"2021-10-04 00:00:00",1633335362-16-Wao,,,,,"2021-10-04 03:43:12","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,15,"Pauldrons of the Vanquished Defender",30249,0,,"2021-09-29 00:00:00",1632905390-9-Wao,,,,,"2021-10-06 03:53:29","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,16,"Gloves of the Vanquished Defender",30240,0,,"2021-09-19 00:00:00",,,,,,"2021-09-20 03:46:34","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,17,"Boots of Effortless Striking",30060,0,,"2021-09-19 00:00:00",,,,,,"2021-09-20 03:46:34","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,18,"Magtheridon's Head",32385,0,,"2021-09-15 00:00:00",1631689070-9-Wao,,,,,"2021-09-15 01:57:48","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,19,"Pauldrons of the Fallen Defender",29764,0,,"2021-08-08 00:00:00",,,,,,"2021-08-09 13:50:26","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,20,"Chestguard of the Fallen Defender",29753,0,,"2021-07-26 00:00:00",1627279085-1-Wao,,,,,"2021-07-26 02:14:30","2022-01-05 20:37:20"
received,25Man,phlakvest,Falmora,Druid,0,,,21,"Gronn-Stitched Girdle",28828,0,,"2021-07-19 00:00:00",1626677323-2-Wao,,,,,"2021-07-19 01:07:18","2022-01-05 20:37:20"
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",0,"Maulgar's Warhelm",28801,1,,"2021-07-26 00:00:00",1627279791-7-Finnmit,,,,,"2021-07-26 02:14:30",
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",0,"Gauntlets of the Dragonslayer",28827,1,,"2021-07-26 00:00:00",1627279852-8-Finnmit,,,,,"2021-07-26 02:14:30",
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",0,"Leggings of the Fallen Champion",29766,0,,"2021-08-02 00:00:00",1627883849-3-Finnmit,,,,,"2021-08-02 02:59:26",
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",0,"Cowl of Nature's Breath",28803,1,,"2021-08-02 00:00:00",1627884310-9-Finnmit,,,,,"2021-08-02 02:59:26",
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",1,"Collar of Cho'gall",28804,1,,"2021-06-27 00:00:00",1624863034-4-Finnmit,,,,,"2021-06-28 13:18:43","2021-06-28 13:40:43"
received,25Man,Finnmitten,Finnmitten,Shaman,0,"2021-08-18 19:23:54","is the hottest fuckboi around.  -Sarck",2,"Leggings of the Fallen Champion",29766,0,,"2021-06-20 00:00:00",,,,,,"2021-06-28 13:36:05","2021-06-28 13:40:43"
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"The Seal of Danzalar",33054,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Leggings of the Vanquished Defender",30246,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Gloves of the Vanquished Defender",30240,0,,"2021-10-20 00:00:00",1634716685-15-Fluzzy,,,,,"2021-10-20 03:24:11",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Pauldrons of the Vanquished Defender",30249,0,,"2021-10-25 00:00:00",1635148923-12-Fluzzy,,,,,"2021-10-27 00:06:53",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Cord of Screaming Terrors",30064,0,,"2021-11-17 00:00:00",1637139242-11-Fluzzy,,,,,"2021-11-17 04:59:45",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Band of Al'ar",29922,0,,"2021-11-17 00:00:00",1637145020-0-Fluzzy,,,,,"2021-11-17 04:59:45",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Ring of Endless Coils",30109,0,,"2021-12-06 00:00:00",1638784423-7-Fluzzy,,,,,"2021-12-06 05:08:28",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Pauldrons of the Vanquished Defender",30249,1,,"2021-12-22 00:00:00",1640161639-13-Fluzzy,,,,,"2021-12-22 04:35:55",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Chestguard of the Vanquished Defender",30237,0,,"2021-12-22 00:00:00",1640167053-33-Fluzzy,,,,,"2021-12-22 04:35:55",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Gloves of the Vanquished Defender",30240,1,,"2021-12-22 00:00:00",1640167627-51-Fluzzy,,,,,"2021-12-22 04:35:55",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Earring of Soulful Meditation",30665,1,,"2022-01-03 00:00:00",1641205151-21-Fluzzy,,,,,"2022-01-03 16:48:14",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Pattern: Belt of the Long Road",30281,0,,"2022-01-05 00:00:00",1641366722-2-Fluzzy,,,,,"2022-01-05 04:33:54",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Trousers of the Astromancer",29972,1,,"2022-01-05 00:00:00",1641369482-14-Fluzzy,,,,,"2022-01-05 04:33:54",
received,25Man,Fluzzy,Fluzzy,Priest,0,,,0,"Luminescent Rod of the Naaru",30080,1,,"2022-01-05 00:00:00",1641374165-30-Fluzzy,,,,,"2022-01-05 04:33:54",
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",0,"Pauldrons of the Fallen Hero",29762,0,,"2021-08-16 00:00:00",1629098843-2-Ganzu,,,,,"2021-08-22 16:00:28",
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",0,"Pit Lord's Satchel",34845,0,,"2021-08-23 00:00:00",1629702952-0-Ganzu,,,,,"2021-08-23 13:07:16",
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",0,"Bloodmaw Magus-Blade",28802,0,,"2021-09-15 00:00:00",1631689156-10-Ganzu,,,,,"2021-09-15 01:57:48",
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",0,"Void Star Talisman",30449,1,,"2021-09-27 00:00:00",1632735094-20-Ganzu,,,,,"2021-09-27 23:42:12",
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",1,"Magtheridon's Head",32385,0,,"2021-07-19 00:00:00",1626677881-9-Ganzu,,,,,"2021-07-19 01:07:18","2021-08-19 18:40:10"
received,25Man,Kazul,Ganzu,Warlock,0,"2021-11-09 17:04:04","Can summon Nightbane.",2,"Chestguard of the Fallen Hero",29755,0,,"2021-06-27 00:00:00",1624865759-6-Ganzu,,,,,"2021-06-28 13:18:43","2021-08-19 18:40:10"
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Bracers of Eradication",30057,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Leggings of the Vanquished Defender",30246,0,,"2021-10-12 00:00:00",,,,,,"2021-10-18 06:24:07",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Gloves of the Searing Grip",29947,0,,"2021-10-18 00:00:00",,,,,,"2021-10-18 06:26:59",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Boots of the Resilient",32267,1,,"2021-10-18 00:00:00",,,,,,"2021-10-18 06:26:59",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Mallet of the Tides",30058,1,,"2021-10-20 00:00:00",1634714724-10-Haywyr,,,,,"2021-10-20 03:24:11",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Bloodsea Brigand's Vest",30101,0,,"2021-10-20 00:00:00",1634717982-18-Haywyr,,,,,"2021-10-20 03:24:11",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Seventh Ring of the Tirisfalen",30028,1,,"2021-10-25 00:00:00",1635149882-17-Haywyr,,,,,"2021-10-27 00:06:53",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Gloves of the Vanquished Defender",30240,1,,"2021-11-10 00:00:00",1636536709-16-Haywyr,,,,,"2021-11-10 04:36:37",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Solarian's Sapphire",30446,0,,"2021-11-15 00:00:00",1636971309-1-Haywyre,,,,,"2021-11-15 05:04:19",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Leggings of the Vanquished Defender",30246,1,,"2021-11-29 00:00:00",1638177024-10-Haywyr,,,,,"2021-11-29 04:44:47",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,Netherbane,29924,0,,"2021-12-22 00:00:00",1640157777-2-Haywyre,,,,,"2021-12-22 04:35:55",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Serpentshrine Shuriken",30025,1,,"2021-12-22 00:00:00",1640167495-43-Haywyr,,,,,"2021-12-22 04:35:55",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Belt of One-Hundred Deaths",30106,0,,"2022-01-05 00:00:00",1641378161-9-Haywyre,,,,,"2022-01-05 04:33:54",
received,25Man,Kryptek,Haywyre,Warrior,0,,,0,"Band of the Ranger-General",29997,0,,"2022-01-17 00:00:00",1642414271-23-Haywyr,,,,,"2022-01-17 04:58:45",
received,25Man,Kryptek,Haywyre,Warrior,0,,,1,"Pauldrons of the Vanquished Defender",30249,0,,"2021-10-11 04:15:25",,,,,,"2021-10-11 04:15:25","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,2,"Tsunami Talisman",30627,0,,"2021-10-06 00:00:00",1633507652-9-Kryptek,,,,,"2021-10-06 03:51:28","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,3,"Pendant of the Perilous",30022,0,,"2021-10-04 00:00:00",1633328443-1-Kryptek,,,,,"2021-10-04 03:43:12","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,4,"Plans: Red Havoc Boots",30324,1,,"2021-10-04 00:00:00",1633333968-8-Kryptek,,,,,"2021-10-04 03:43:12","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,5,"Pit Lord's Satchel",34845,0,,"2021-08-30 00:00:00",1630306739-0-Kryptek,,,,,"2021-08-30 01:20:43","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,6,"Bladespire Warbands",28795,0,,"2021-08-16 00:00:00",1629099022-5-Kryptek,,,,,"2021-08-22 16:00:28","2021-10-12 06:10:53"
received,25Man,Kryptek,Haywyre,Warrior,0,,,7,"Chestguard of the Fallen Defender",29753,0,,"2021-08-01 06:00:00",1627883802-2-Kryptek,,,,,"2021-08-02 02:59:26","2021-10-12 06:10:53"
received,25Man,GenericPornstar,Kreg,Paladin,0,"2021-10-27 04:13:54",,0,"Eye of Gruul",28823,0,,"2021-07-26 00:00:00",1627279730-6-Kreg,,,,,"2021-07-26 02:14:30",
received,25Man,Kyx,Kyx,Druid,0,,,1,"Orca-Hide Boots",30092,0,,"2022-01-05 00:00:00",1641377321-4-Kyx,,,,,"2022-01-05 04:33:54","2022-01-05 22:42:24"
received,25Man,Kyx,Kyx,Druid,0,,,2,"Grove-Bands of Remulos",30062,0,,"2022-01-03 00:00:00",1641204237-4-Kyx,,,,,"2022-01-03 16:48:14","2022-01-05 22:42:24"
received,25Man,Kyx,Kyx,Druid,0,,,3,"Helm of the Vanquished Defender",30243,0,,"2021-12-13 00:00:00",1639390333-23-Kyx,,,,,"2021-12-21 15:49:22","2022-01-05 22:42:24"
